resp_index,choicetask,race,choice,gender,age,hhsize,children,education,zipcode,employment,hhincome,gas_reliab,rent,used,budget,vehclass,homecharge,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5,reliab_fs,CR1,CR2,CR3,CR4,CR5,CR6,CR7,CR8,CR9,CR10,cr_fs,zip_region,treatment,survey_index,ev_price,ev_opcost,ev_range,ev_chargavail,icev_price,icev_opcost,icev_range,ev_av,icev_av
885,8,Asian,2,2,50,4,1,2,8078,2,8,5,0,1,30000,1,1,18,2,2,3,3,-0.938515586451692,3,2,3,2,3,3,2,2,3,3,-0.677046653257088,0,0,295,27000.0,15.0,300,50,27000.0,7.5,400,1,1
885,9,Asian,2,2,50,4,1,2,8078,2,8,5,0,1,30000,1,1,18,2,2,3,3,-0.938515586451692,3,2,3,2,3,3,2,2,3,3,-0.677046653257088,0,0,295,30000.0,5.0,400,100,24000.0,7.5,200,1,1
885,10,Asian,2,2,50,4,1,2,8078,2,8,5,0,1,30000,1,1,18,2,2,3,3,-0.938515586451692,3,2,3,2,3,3,2,2,3,3,-0.677046653257088,0,0,295,24000.0,15.0,300,25,30000.0,15.0,400,1,1
542,1,"White,Hispanic or Latino",2,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,13520.0,10.0,400,100,11830.0,15.0,300,1,1
542,2,"White,Hispanic or Latino",1,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,16900.0,10.0,400,25,16900.0,12.5,400,1,1
542,3,"White,Hispanic or Latino",1,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,11830.0,7.5,400,10,16900.0,10.0,400,1,1
542,4,"White,Hispanic or Latino",2,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,15210.0,10.0,300,50,11830.0,7.5,400,1,1
542,5,"White,Hispanic or Latino",2,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,16900.0,15.0,200,50,16900.0,5.0,200,1,1
542,6,"White,Hispanic or Latino",1,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,11830.0,5.0,300,50,16900.0,5.0,400,1,1
542,7,"White,Hispanic or Latino",1,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,13520.0,10.0,300,50,13520.0,12.5,400,1,1
542,8,"White,Hispanic or Latino",1,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,13520.0,12.5,400,25,15210.0,15.0,400,1,1
542,9,"White,Hispanic or Latino",2,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,11830.0,5.0,400,25,11830.0,10.0,300,1,1
542,10,"White,Hispanic or Latino",1,1,59,4,0,2,66049,2,3,5,1,1,16900,1,0,85,6,6,6,5,1.47602610070478,2,2,2,1,2,1,2,1,2,2,-1.68157623642834,6,2,180,11830.0,10.0,200,100,15210.0,10.0,300,1,1
822,1,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,18000.0,5.0,200,50,14000.0,7.5,400,1,1
822,2,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,20000.0,12.5,400,50,18000.0,12.5,300,1,1
822,3,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,20000.0,5.0,200,100,16000.0,5.0,400,1,1
822,4,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,16000.0,15.0,400,50,14000.0,15.0,300,1,1
822,5,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,20000.0,5.0,200,25,16000.0,7.5,200,1,1
822,6,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,16000.0,15.0,300,25,20000.0,10.0,300,1,1
822,7,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,16000.0,5.0,200,25,18000.0,5.0,200,1,1
822,8,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,18000.0,12.5,400,10,14000.0,15.0,300,1,1
822,9,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,16000.0,12.5,300,50,14000.0,5.0,300,1,1
822,10,Black or African American,2,2,73,1,0,2,20906,7,5,5,0,0,20000,2,1,10,4,4,4,4,-0.0718527098549535,2,4,4,4,3,3,4,2,4,2,0.277070721761021,2,0,274,16000.0,5.0,400,75,14000.0,5.0,300,1,1
52,1,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,8000.0,15.0,400,100,7200.0,12.5,300,1,1
52,2,Black or African American,1,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,5600.0,5.0,300,50,5600.0,5.0,200,1,1
52,3,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,8000.0,12.5,200,50,5600.0,10.0,400,1,1
52,4,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,5600.0,12.5,200,75,5600.0,12.5,300,1,1
52,5,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,7200.0,12.5,200,100,5600.0,12.5,300,1,1
52,6,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,5600.0,5.0,400,25,8000.0,10.0,200,1,1
52,7,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,6400.0,10.0,200,25,7200.0,5.0,300,1,1
52,8,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,8000.0,15.0,400,25,5600.0,10.0,200,1,1
52,9,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,6400.0,5.0,300,75,8000.0,12.5,200,1,1
52,10,Black or African American,2,2,34,3,0,4,30087,5,12,5,3,0,8000,1,1,0,2,1,1,1,-1.80231534070667,5,3,5,5,1,3,5,3,5,5,1.16863340102486,3,1,17,6400.0,10.0,300,100,6400.0,12.5,300,1,1
327,1,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,14000.0,5.0,300,75,14000.0,10.0,400,1,1
327,2,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,18000.0,15.0,400,100,16000.0,7.5,200,1,1
327,3,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,16000.0,15.0,300,10,20000.0,15.0,400,1,1
327,4,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,18000.0,10.0,400,50,16000.0,10.0,400,1,1
327,5,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,14000.0,12.5,400,50,14000.0,10.0,400,1,1
327,6,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,14000.0,10.0,400,25,14000.0,7.5,200,1,1
327,7,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,16000.0,12.5,200,100,18000.0,10.0,300,1,1
327,8,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,16000.0,5.0,400,25,16000.0,10.0,200,1,1
327,9,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,18000.0,7.5,200,75,18000.0,15.0,400,1,1
327,10,Hispanic or Latino,2,2,32,3,1,4,6032,4,7,5,1,1,20000,2,1,0,1,2,1,1,-1.76633188295603,5,3,4,3,3,3,4,2,4,2,0.422779040582105,0,0,109,14000.0,15.0,200,10,14000.0,12.5,200,1,1
322,1,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,50000.0,7.5,400,100,40000.0,5.0,400,1,1
322,2,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,50000.0,10.0,200,100,40000.0,10.0,200,1,1
322,3,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,50000.0,10.0,300,100,35000.0,7.5,200,1,1
322,4,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,40000.0,5.0,300,25,50000.0,5.0,400,1,1
322,5,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,45000.0,15.0,400,10,40000.0,10.0,400,1,1
322,6,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,50000.0,5.0,300,75,40000.0,12.5,200,1,1
322,7,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,50000.0,5.0,300,75,45000.0,5.0,300,1,1
322,8,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,45000.0,12.5,400,100,45000.0,15.0,300,1,1
322,9,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,35000.0,10.0,400,50,45000.0,7.5,200,1,1
322,10,"White,Hispanic or Latino",2,2,24,2,1,1,14048,2,5,5,1,0,50000,1,0,24,1,3,2,2,-1.15887519588839,5,5,5,4,5,4,4,4,4,5,1.51942077085181,1,1,107,50000.0,12.5,300,25,40000.0,15.0,400,1,1
597,1,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,24500.0,15.0,300,50,31500.0,10.0,300,1,1
597,2,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,35000.0,10.0,400,100,24500.0,15.0,300,1,1
597,3,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,31500.0,5.0,400,100,31500.0,5.0,300,1,1
597,4,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,28000.0,5.0,200,100,35000.0,5.0,200,1,1
597,5,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,28000.0,5.0,300,25,31500.0,12.5,300,1,1
597,6,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,31500.0,5.0,300,100,31500.0,5.0,400,1,1
597,7,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,24500.0,10.0,300,50,35000.0,12.5,200,1,1
597,8,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,31500.0,5.0,300,100,31500.0,5.0,300,1,1
597,9,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,24500.0,7.5,400,75,31500.0,5.0,200,1,1
597,10,White,2,2,58,1,0,2,92122,2,6,4,1,0,35000,2,0,2,1,1,1,1,-1.92802445244668,5,4,4,3,3,4,3,4,3,3,0.613179927579187,9,0,199,24500.0,7.5,200,100,24500.0,10.0,300,1,1
90,1,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,21000.0,10.0,200,25,24000.0,12.5,200,1,1
90,2,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,24000.0,15.0,300,100,30000.0,15.0,300,1,1
90,3,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,24000.0,15.0,300,75,24000.0,12.5,300,1,1
90,4,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,30000.0,7.5,200,75,27000.0,7.5,200,1,1
90,5,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,24000.0,12.5,200,50,24000.0,12.5,200,1,1
90,6,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,30000.0,10.0,300,100,21000.0,7.5,400,1,1
90,7,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,24000.0,10.0,200,10,21000.0,7.5,300,1,1
90,8,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,24000.0,12.5,200,25,30000.0,5.0,400,1,1
90,9,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,21000.0,10.0,400,10,24000.0,15.0,400,1,1
90,10,White,2,1,76,2,0,2,23233,7,6,5,0,1,30000,1,1,0,1,1,1,1,-1.93986326809604,2,1,2,2,2,2,2,2,2,2,-1.41430564465549,2,0,30,27000.0,5.0,300,10,21000.0,7.5,200,1,1
167,1,White,2,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,50000.0,12.5,200,10,50000.0,5.0,300,1,1
167,2,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,50000.0,15.0,300,100,45000.0,12.5,400,1,1
167,3,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,45000.0,5.0,200,50,40000.0,12.5,200,1,1
167,4,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,50000.0,10.0,400,50,50000.0,12.5,200,1,1
167,5,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,35000.0,5.0,400,25,40000.0,15.0,300,1,1
167,6,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,45000.0,10.0,300,100,35000.0,12.5,400,1,1
167,7,White,2,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,35000.0,12.5,200,10,35000.0,7.5,300,1,1
167,8,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,35000.0,5.0,400,100,35000.0,7.5,400,1,1
167,9,White,2,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,40000.0,10.0,200,10,35000.0,7.5,200,1,1
167,10,White,1,1,60,1,0,8,85029,7,7,4,0,0,50000,1,1,99,6,6,6,6,1.66085223987079,4,3,4,2,4,4,2,3,4,3,0.212461143183385,8,2,55,50000.0,15.0,400,25,45000.0,15.0,300,1,1
351,1,Asian,1,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,28000.0,12.5,400,100,36000.0,5.0,400,1,1
351,2,Asian,2,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,40000.0,7.5,300,100,36000.0,5.0,300,1,1
351,3,Asian,2,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,28000.0,5.0,200,50,32000.0,12.5,200,1,1
351,4,Asian,1,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,32000.0,7.5,400,75,36000.0,12.5,300,1,1
351,5,Asian,1,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,28000.0,5.0,400,50,28000.0,15.0,200,1,1
351,6,Asian,2,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,32000.0,15.0,200,25,28000.0,12.5,400,1,1
351,7,Asian,1,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,32000.0,10.0,400,100,28000.0,10.0,300,1,1
351,8,Asian,2,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,28000.0,10.0,200,10,32000.0,15.0,300,1,1
351,9,Asian,2,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,40000.0,15.0,300,25,36000.0,10.0,400,1,1
351,10,Asian,2,2,34,5,0,8,89031,8,6,5,0,0,40000,2,1,87,6,5,5,5,1.12442844669927,4,4,4,4,4,2,5,4,2,4,0.698709468926759,8,0,117,40000.0,10.0,400,10,36000.0,5.0,400,1,1
1776,1,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,17500.0,12.5,400,100,25000.0,7.5,300,1,1
1776,2,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,22500.0,7.5,200,10,25000.0,5.0,300,1,1
1776,3,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,17500.0,5.0,400,50,25000.0,10.0,300,1,1
1776,4,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,20000.0,5.0,300,100,17500.0,7.5,200,1,1
1776,5,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,25000.0,5.0,200,10,20000.0,10.0,200,1,1
1776,6,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,17500.0,12.5,200,25,25000.0,10.0,300,1,1
1776,7,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,17500.0,7.5,300,10,20000.0,10.0,400,1,1
1776,8,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,17500.0,5.0,300,10,22500.0,12.5,400,1,1
1776,9,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,20000.0,10.0,400,75,17500.0,7.5,300,1,1
1776,10,White,2,2,30,1,0,2,60657,1,12,5,1,1,25000,1,0,11,1,1,1,1,-1.8747497820246,4,2,4,4,4,4,4,4,4,3,0.806964143186595,6,0,592,17500.0,5.0,200,10,25000.0,7.5,300,1,1
1692,1,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,40000.0,12.5,300,100,40000.0,12.5,400,1,1
1692,2,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,35000.0,5.0,300,10,45000.0,10.0,200,1,1
1692,3,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,35000.0,10.0,400,10,35000.0,12.5,200,1,1
1692,4,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,35000.0,12.5,300,25,45000.0,15.0,400,1,1
1692,5,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,35000.0,7.5,400,25,40000.0,12.5,400,1,1
1692,6,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,45000.0,12.5,200,10,40000.0,5.0,200,1,1
1692,7,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,45000.0,12.5,400,25,45000.0,15.0,200,1,1
1692,8,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,45000.0,10.0,400,10,45000.0,15.0,300,1,1
1692,9,Asian,2,1,47,2,0,2,61021,2,8,6,1,0,50000,2,1,15,2,2,2,1,-1.35008775368166,5,4,5,4,4,3,5,2,4,4,1.09349017207007,6,0,564,40000.0,12.5,200,100,40000.0,10.0,200,1,1
