age,gender,gender_other,race,hhsize,children,zipcode,education,employment,hhincome,evinhh,hhveh,vehpurch_yr,monthly_gas,carpurp,carpurp_other,yearly_longdist,gas_reliab,rent,parking,move,used,budget,vehclass,homecharge,lowreliab_1,lowreliab_2,lowreliab_3,lowreliab_4,lowreliab_5,control_1,control_2,control_3,control_4,control_5,highreliab_1,highreliab_2,highreliab_3,highreliab_4,highreliab_5,CE_ChoiceTask_1_1,CE_ChoiceTask_2_1,CE_ChoiceTask_3_1,CE_ChoiceTask_4_1,CE_ChoiceTask_5_1,CE_ChoiceTask_6_1,CE_ChoiceTask_7_1,CE_ChoiceTask_8_1,CE_ChoiceTask_9_1,CE_ChoiceTask_10_1,techanxiety1,slownessofadopt1,resisttoinnov1,techanxiety2,slownessofadopt2,resisttoinnov2,resisttoinnov3,slownessofadopt3,techanxiety3,techanxiety4,slownessofadopt4,psid,errorMessage,customLink2,customLink3,zipcode,zip_region,Attributes.VisitorId.N,number,treatment,survey_index,evprice_1,icevprice_1,evrange_1,icevrange_1,evopcost_1,icevopcost_1,evchargavail_1,evprice_2,icevprice_2,evrange_2,icevrange_2,evopcost_2,icevopcost_2,evchargavail_2,evprice_3,icevprice_3,evrange_3,icevrange_3,evopcost_3,icevopcost_3,evchargavail_3,evprice_4,icevprice_4,evrange_4,icevrange_4,evopcost_4,icevopcost_4,evchargavail_4,evprice_5,icevprice_5,evrange_5,icevrange_5,evopcost_5,icevopcost_5,evchargavail_5,evprice_6,icevprice_6,evrange_6,icevrange_6,evopcost_6,icevopcost_6,evchargavail_6,evprice_7,icevprice_7,evrange_7,icevrange_7,evopcost_7,icevopcost_7,evchargavail_7,evprice_8,icevprice_8,evrange_8,icevrange_8,evopcost_8,icevopcost_8,evchargavail_8,evprice_9,icevprice_9,evrange_9,icevrange_9,evopcost_9,icevopcost_9,evchargavail_9,evprice_10,icevprice_10,evrange_10,icevrange_10,evopcost_10,icevopcost_10,evchargavail_10,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5
68,2,,Black or African American,2,0,72401,8,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2010,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,4,3,Attached private garage,I do not plan to move out from my current home,1,8000,2,1,,,,,,,,,,,50,4.0,3.0,4.0,3.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,3,2,4,2,2,2,4k_AFcoRAY9hGSzdplnzWA**,,,,72401,7,833,833,2,277,6400,6400,300,400,12.5,15,50,5600,8000,300,300,15,10,50,8000,5600,400,300,10,15,25,6400,5600,300,200,12.5,12.5,75,5600,8000,300,300,7.5,12.5,10,8000,7200,400,200,5,5,50,7200,7200,200,300,5,7.5,25,7200,6400,300,400,15,7.5,75,8000,5600,300,300,5,5,25,8000,6400,300,400,12.5,10,50,50,4.0,3.0,4.0,3.0
85,1,,White,2,0,16801,6,7,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,Not sure,0,50000,1,1,,,,,,80,4.0,4.0,3.0,3.0,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,JsM3xXZTS03wJto9ZCw_jA**,,,,16801,1,841,841,1,280,40000,35000,300,300,5,10,25,50000,45000,300,300,7.5,10,75,50000,35000,400,300,12.5,7.5,75,45000,35000,200,400,7.5,15,50,45000,35000,300,300,12.5,10,50,35000,45000,300,200,15,5,100,45000,45000,400,300,15,15,50,45000,40000,400,200,15,10,25,45000,50000,400,200,10,5,10,50000,45000,200,400,12.5,7.5,10,80,4.0,4.0,3.0,3.0
52,2,,White,4,0,89147,2,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2024,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally,Another",Rideshare ,Multiple Times per Year,3,1,Attached private garage,Less than 2 years,1,20000,1,1,,,,,,73,6.0,4.0,5.0,6.0,,,,,,1,1,2,2,2,2,1,1,1,1,5,4,2,3,3,4,3,4,4,4,4,4k_AFcoRAY9It4HbPNydPQ**,,,,89147,8,847,847,1,282,16000,20000,400,200,5,12.5,75,16000,20000,400,200,12.5,10,50,20000,14000,400,400,5,12.5,10,16000,16000,300,400,15,12.5,25,18000,18000,200,400,10,5,25,20000,14000,400,300,12.5,10,100,20000,16000,200,200,15,5,10,20000,14000,400,300,5,10,10,20000,20000,400,200,12.5,15,50,16000,20000,400,400,7.5,15,50,73,6.0,4.0,5.0,6.0
74,2,,Not listed here,2,0,23321,7,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2015,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,0,Detached private garage,I do not plan to move out from my current home,1,20000,3,1,,,,,,,,,,,92,5.0,4.0,4.0,4.0,2,1,1,1,1,1,2,2,2,1,2,2,2,4,2,2,2,2,2,2,3,4k_AFcoRAY_IFUZmhGz4gQ**,,,,23321,2,836,836,2,278,16000,18000,400,300,15,7.5,10,18000,14000,300,300,12.5,12.5,50,16000,16000,300,400,15,15,10,16000,20000,200,300,5,7.5,100,20000,14000,400,400,7.5,5,25,16000,16000,300,300,12.5,15,10,20000,16000,400,200,10,10,75,20000,16000,300,400,10,5,25,20000,16000,400,300,5,15,25,16000,16000,400,200,12.5,10,25,92,5.0,4.0,4.0,4.0
44,1,,White,2,1,25064,8,2,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2019,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,Once per Month,4,1,Assigned parking space in a shared lot or garage,Less than 2 years,1,25000,3,1,50,4.0,3.0,4.0,3.0,,,,,,,,,,,1,1,2,2,2,2,2,2,1,1,5,3,4,4,4,5,4,4,4,5,3,JsM3xXZTS01CYmT9dTZi2g**,,,,25064,2,846,846,0,282,20000,25000,400,200,5,12.5,75,20000,25000,400,200,12.5,10,50,25000,17500,400,400,5,12.5,10,20000,20000,300,400,15,12.5,25,22500,22500,200,400,10,5,25,25000,17500,400,300,12.5,10,100,25000,20000,200,200,15,5,10,25000,17500,400,300,5,10,10,25000,25000,400,200,12.5,15,50,20000,25000,400,400,7.5,15,50,50,4.0,3.0,4.0,3.0
51,1,,"White,Asian",1,0,91104,2,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,1-2 Times per Month,"Commuting to work,Driving locally",,More than Once per Month,4,0,Attached private garage,I do not plan to move out from my current home,0,40000,1,1,5,2.0,3.0,3.0,3.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,4,3,1,3,3,3,3,3,2,4,3,JsM3xXZTS01WEh1NKGtzJw**,,,,91104,9,858,858,0,286,28000,36000,300,200,5,5,50,32000,36000,400,300,7.5,10,75,36000,28000,400,300,5,10,25,40000,40000,400,200,15,7.5,50,36000,40000,300,200,10,5,25,40000,36000,300,300,12.5,15,75,36000,32000,400,400,5,15,10,40000,28000,300,300,10,10,50,28000,36000,300,200,5,10,75,40000,28000,200,200,15,5,100,5,2.0,3.0,3.0,3.0
76,2,,White,1,0,63122,6,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2014,3-4 Times per Month,"Running errands,Driving locally",,Never,1,1,Driveway or carport,In the next 2-5 years,0,8000,1,1,2,4.0,3.0,4.0,3.0,,,,,,,,,,,2,2,1,1,1,1,2,2,1,1,2,2,3,4,2,4,2,2,4,2,2,4k_AFcoRAY8RO0xxECf3Mw**,,,,63122,6,843,843,0,281,7200,5600,400,300,7.5,5,10,7200,8000,200,400,15,10,50,7200,5600,300,200,15,15,100,6400,8000,300,200,7.5,15,100,8000,8000,300,400,10,12.5,100,8000,6400,200,300,5,15,75,8000,6400,300,300,10,5,50,5600,5600,400,300,5,15,100,7200,7200,300,400,12.5,12.5,50,5600,5600,300,200,12.5,12.5,75,2,4.0,3.0,4.0,3.0
47,1,,White,3,0,45385,8,8,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",3,2022,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,0,Driveway or carport,In the next 2-5 years,0,20000,1,1,45,3.0,3.0,3.0,3.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,4,3,2,4,4,4,2,4,4,4,3,JsM3xXZTS03WZT8wSRHEFg**,,,,45385,4,849,849,0,283,16000,14000,400,400,5,10,10,16000,14000,400,200,12.5,15,50,16000,16000,300,300,15,7.5,25,20000,20000,200,200,5,10,50,16000,18000,200,400,10,15,25,14000,14000,400,300,15,12.5,75,18000,18000,300,300,15,12.5,25,20000,18000,300,400,10,7.5,100,20000,20000,300,300,12.5,7.5,10,16000,16000,200,200,5,7.5,10,45,3.0,3.0,3.0,3.0
74,1,,"White,Hispanic or Latino",2,0,52803,2,7,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2020,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,More than Once per Month,6,0,Detached private garage,I do not plan to move out from my current home,0,35000,1,1,,,,,,,,,,,10,2.0,1.0,1.0,1.0,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,2,2,1,1,2,1,4k_AFcoRAY_tBZ7GJa5Z9g**,,,,52803,5,845,845,2,281,31500,24500,400,300,7.5,5,10,31500,35000,200,400,15,10,50,31500,24500,300,200,15,15,100,28000,35000,300,200,7.5,15,100,35000,35000,300,400,10,12.5,100,35000,28000,200,300,5,15,75,35000,28000,300,300,10,5,50,24500,24500,400,300,5,15,100,31500,31500,300,400,12.5,12.5,50,24500,24500,300,200,12.5,12.5,75,10,2.0,1.0,1.0,1.0
67,2,,"White,Black or African American,Hispanic or Latino",1,0,24382,8,3,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,1-2 Times per Month,"Commuting to work,Running errands,Driving locally",,Less than Once per Year,6,1,Assigned parking space in a shared lot or garage,Less than 2 years,0,20000,1,0,,,,,,,,,,,100,6.0,6.0,6.0,6.0,2,2,2,2,2,2,2,2,2,2,4,1,1,4,2,4,5,2,2,4,2,4k_AFcoRAY_XEeszVH7h5g**,,,,24382,2,854,854,2,284,14000,16000,200,200,12.5,7.5,75,16000,14000,400,300,5,7.5,10,18000,20000,300,300,7.5,12.5,50,16000,14000,300,400,12.5,7.5,100,14000,16000,300,400,5,10,75,16000,14000,300,200,12.5,7.5,25,18000,20000,400,300,7.5,10,10,14000,20000,300,400,5,12.5,100,14000,16000,300,200,15,10,50,14000,20000,300,300,7.5,15,25,100,6.0,6.0,6.0,6.0
46,1,,White,2,1,33141,8,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Once per Month,5,1,Assigned parking space in a shared lot or garage,Less than 2 years,0,80000,1,0,,,,,,80,4.0,5.0,4.0,4.0,,,,,,1,2,2,1,2,2,2,2,2,2,5,5,3,4,4,4,4,4,4,4,5,JsM3xXZTS00J92eJyqIkdg**,,,,33141,3,850,850,1,283,64000,56000,400,400,5,10,10,64000,56000,400,200,12.5,15,50,64000,64000,300,300,15,7.5,25,80000,80000,200,200,5,10,50,64000,72000,200,400,10,15,25,56000,56000,400,300,15,12.5,75,72000,72000,300,300,15,12.5,25,80000,72000,300,400,10,7.5,100,80000,80000,300,300,12.5,7.5,10,64000,64000,200,200,5,7.5,10,80,4.0,5.0,4.0,4.0
34,2,,Asian,2,0,89031,8,4,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,More than Once per Month,5,0,Attached private garage,I do not plan to move out from my current home,1,20000,2,1,,,,,,87,4.0,5.0,5.0,4.0,,,,,,2,1,2,2,2,2,2,2,2,2,4,4,2,4,4,4,3,4,4,4,4,JsM3xXZTS00pREwp6BwkoA**,,,,89031,8,862,862,1,287,18000,14000,400,300,12.5,7.5,50,14000,18000,200,400,5,7.5,50,18000,20000,400,400,10,10,75,20000,20000,200,300,12.5,10,100,20000,16000,300,300,5,10,75,20000,14000,400,200,10,10,100,16000,16000,200,400,15,5,100,18000,16000,200,200,10,10,75,20000,16000,400,300,7.5,5,10,18000,14000,200,300,10,12.5,100,87,4.0,5.0,5.0,4.0
71,1,,White,2,0,60445,7,7,9,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",3,2016,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Attached private garage,I do not plan to move out from my current home,0,35000,1,1,,,,,,,,,,,95,6.0,6.0,6.0,5.0,2,2,2,1,2,1,2,1,2,2,2,2,1,2,3,3,3,4,1,2,2,JsM3xXZTS01wlX2nGz_WXw**,,,,60445,6,851,851,2,283,28000,24500,400,400,5,10,10,28000,24500,400,200,12.5,15,50,28000,28000,300,300,15,7.5,25,35000,35000,200,200,5,10,50,28000,31500,200,400,10,15,25,24500,24500,400,300,15,12.5,75,31500,31500,300,300,15,12.5,25,35000,31500,300,400,10,7.5,100,35000,35000,300,300,12.5,7.5,10,28000,28000,200,200,5,7.5,10,95,6.0,6.0,6.0,5.0
50,1,,White,4,2,60056,2,2,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2021,1-2 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Less than Once per Year,5,1,Unassigned parking space in a shared lot or garage,In the next 2-5 years,1,16000,2,0,,,,,,80,5.0,5.0,4.0,4.0,,,,,,2,2,1,2,2,2,2,1,2,2,4,3,1,4,2,2,2,2,2,4,4,JsM3xXZTS01X79mg0kKfCw**,,,,60056,6,853,853,1,284,11200,12800,200,200,12.5,7.5,75,12800,11200,400,300,5,7.5,10,14400,16000,300,300,7.5,12.5,50,12800,11200,300,400,12.5,7.5,100,11200,12800,300,400,5,10,75,12800,11200,300,200,12.5,7.5,25,14400,16000,400,300,7.5,10,10,11200,16000,300,400,5,12.5,100,11200,12800,300,200,15,10,50,11200,16000,300,300,7.5,15,25,80,5.0,5.0,4.0,4.0
45,1,,Asian,1,0,85251,2,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2023,1-2 Times per Month,"Commuting to work,Running errands",,Less than Once per Year,5,0,Driveway or carport,I do not plan to move out from my current home,1,20000,1,0,30,3.0,3.0,3.0,2.0,,,,,,,,,,,2,1,1,2,2,2,2,2,2,2,4,2,1,4,2,1,2,2,2,2,2,4k_AFcoRAY9HOJPafvxF-g**,,,,85251,8,861,861,0,287,18000,14000,400,300,12.5,7.5,50,14000,18000,200,400,5,7.5,50,18000,20000,400,400,10,10,75,20000,20000,200,300,12.5,10,100,20000,16000,300,300,5,10,75,20000,14000,400,200,10,10,100,16000,16000,200,400,15,5,100,18000,16000,200,200,10,10,75,20000,16000,400,300,7.5,5,10,18000,14000,200,300,10,12.5,100,30,3.0,3.0,3.0,2.0
58,2,,White,1,0,43606,1,2,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,3-4 Times per Month,"Commuting to work,Running errands",,Less than Once per Year,5,0,Attached private garage,In more than 5 years,0,25000,1,1,,,,,,28,3.0,3.0,3.0,1.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,2,2,1,1,JsM3xXZTS005FzDtsJSAoQ**,,,,43606,4,856,856,1,285,17500,22500,200,300,10,15,25,20000,25000,400,300,7.5,5,75,25000,17500,400,400,15,15,10,20000,17500,400,400,12.5,12.5,75,25000,25000,400,200,10,7.5,10,25000,22500,300,300,12.5,12.5,10,25000,25000,400,200,10,12.5,25,17500,25000,400,200,12.5,12.5,50,17500,20000,200,400,12.5,15,75,17500,17500,400,400,15,15,25,28,3.0,3.0,3.0,1.0
21,2,,White,3,0,47304,8,1,2,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",4,2018,1-2 Times per Month,"Commuting to work,Running errands,Driving locally",,Once per Month,5,1,Unassigned parking space in a shared lot or garage,Less than 2 years,1,10000,1,0,,,,,,,,,,,75,4.0,4.0,4.0,5.0,2,1,2,2,1,2,1,1,1,2,5,3,2,4,4,4,2,4,3,3,4,4k_AFcoRAY8IBnIm2salPQ**,,,,47304,4,857,857,2,285,7000,9000,200,300,10,15,25,8000,10000,400,300,7.5,5,75,10000,7000,400,400,15,15,10,8000,7000,400,400,12.5,12.5,75,10000,10000,400,200,10,7.5,10,10000,9000,300,300,12.5,12.5,10,10000,10000,400,200,10,12.5,25,7000,10000,400,200,12.5,12.5,50,7000,8000,200,400,12.5,15,75,7000,7000,400,400,15,15,25,75,4.0,4.0,4.0,5.0
80,2,,White,1,0,90232,6,2,10,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2011,Less than Once per Month,"Running errands,Driving locally",,Never,5,0,Driveway or carport,I do not plan to move out from my current home,0,60000,1,1,,,,,,18,1.0,2.0,2.0,2.0,,,,,,2,2,1,1,2,2,2,1,1,1,4,2,2,4,1,2,3,2,2,2,3,JsM3xXZTS02sm8zYs81n5A**,,,,90232,9,844,844,1,281,54000,42000,400,300,7.5,5,10,54000,60000,200,400,15,10,50,54000,42000,300,200,15,15,100,48000,60000,300,200,7.5,15,100,60000,60000,300,400,10,12.5,100,60000,48000,200,300,5,15,75,60000,48000,300,300,10,5,50,42000,42000,400,300,5,15,100,54000,54000,300,400,12.5,12.5,50,42000,42000,300,200,12.5,12.5,75,18,1.0,2.0,2.0,2.0
37,2,,Hispanic or Latino,1,0,14048,6,2,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2000,1-2 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Once per Month,6,1,Driveway or carport,I do not plan to move out from my current home,1,20000,1,1,5,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS00W65PMHn5_Sg**,,,,14048,1,864,864,0,288,18000,16000,200,300,7.5,5,100,14000,16000,300,300,12.5,10,50,16000,20000,200,400,12.5,12.5,100,14000,18000,300,400,10,12.5,100,16000,18000,300,200,10,7.5,50,14000,16000,300,200,7.5,12.5,10,18000,18000,300,400,5,7.5,100,14000,14000,200,400,5,12.5,10,16000,18000,400,200,7.5,5,10,20000,20000,300,200,5,5,50,5,1.0,1.0,1.0,1.0
52,2,,White,5,1,04578,1,4,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2024,More than 4 Times per Month,Commuting to work,,Multiple Times per Year,5,1,Attached private garage,Not sure,1,15000,2,1,,,,,,,,,,,100,6.0,6.0,6.0,6.0,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,2,4,1,JsM3xXZTS02H35x_S-BerQ**,,,,04578,0,860,860,2,286,10500,13500,300,200,5,5,50,12000,13500,400,300,7.5,10,75,13500,10500,400,300,5,10,25,15000,15000,400,200,15,7.5,50,13500,15000,300,200,10,5,25,15000,13500,300,300,12.5,15,75,13500,12000,400,400,5,15,10,15000,10500,300,300,10,10,50,10500,13500,300,200,5,10,75,15000,10500,200,200,15,5,100,100,6.0,6.0,6.0,6.0
71,1,,White,1,0,78201,2,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2014,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,5,0,Attached private garage,I do not plan to move out from my current home,0,70000,1,1,,,,,,73,5.0,5.0,5.0,4.0,,,,,,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,3,3,1,2,2,2,4k_AFcoRAY8ZKrZetwswiw**,,,,78201,7,868,868,1,289,56000,70000,400,400,15,5,50,49000,70000,400,300,7.5,15,10,56000,63000,200,200,15,7.5,50,56000,63000,200,400,7.5,12.5,25,56000,70000,400,200,5,5,25,56000,70000,300,400,15,7.5,100,63000,63000,200,200,10,10,75,70000,49000,400,300,5,5,50,63000,63000,300,400,7.5,12.5,100,49000,56000,200,300,10,7.5,50,73,5.0,5.0,5.0,4.0
60,2,,White,2,0,92119,7,7,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Driveway or carport,I do not plan to move out from my current home,0,40000,1,1,50,3.0,3.0,3.0,3.0,,,,,,,,,,,1,1,2,2,2,2,2,1,1,2,4,2,2,4,1,4,4,2,2,2,2,JsM3xXZTS02Ii9rBlZwA0w**,,,,92119,9,855,855,0,285,28000,36000,200,300,10,15,25,32000,40000,400,300,7.5,5,75,40000,28000,400,400,15,15,10,32000,28000,400,400,12.5,12.5,75,40000,40000,400,200,10,7.5,10,40000,36000,300,300,12.5,12.5,10,40000,40000,400,200,10,12.5,25,28000,40000,400,200,12.5,12.5,50,28000,32000,200,400,12.5,15,75,28000,28000,400,400,15,15,25,50,3.0,3.0,3.0,3.0
52,1,,White,4,2,28540,8,4,12,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,Once per Month,6,1,Driveway or carport,Less than 2 years,1,8000,1,1,,,,,,,,,,,100,6.0,6.0,6.0,6.0,2,1,1,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,JsM3xXZTS02kJNyEW5nGDw**,,,,28540,2,863,863,2,287,7200,5600,400,300,12.5,7.5,50,5600,7200,200,400,5,7.5,50,7200,8000,400,400,10,10,75,8000,8000,200,300,12.5,10,100,8000,6400,300,300,5,10,75,8000,5600,400,200,10,10,100,6400,6400,200,400,15,5,100,7200,6400,200,200,10,10,75,8000,6400,400,300,7.5,5,10,7200,5600,200,300,10,12.5,100,100,6.0,6.0,6.0,6.0
73,2,,Asian,2,0,77414,6,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2024,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,In more than 5 years,0,36000,2,1,,,,,,,,,,,82,5.0,5.0,4.0,4.0,1,2,1,1,2,2,1,2,2,2,3,2,2,3,2,3,2,2,2,2,3,4k_AFcoRAY9Yb2mioHIEBg**,,,,77414,7,866,866,2,288,32400,28800,200,300,7.5,5,100,25200,28800,300,300,12.5,10,50,28800,36000,200,400,12.5,12.5,100,25200,32400,300,400,10,12.5,100,28800,32400,300,200,10,7.5,50,25200,28800,300,200,7.5,12.5,10,32400,32400,300,400,5,7.5,100,25200,25200,200,400,5,12.5,10,28800,32400,400,200,7.5,5,10,36000,36000,300,200,5,5,50,82,5.0,5.0,4.0,4.0
58,1,,Black or African American,4,0,19713,2,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2023,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Assigned parking space in a shared lot or garage,In the next 2-5 years,1,15000,1,1,,,,,,72,6.0,5.0,5.0,4.0,,,,,,2,2,1,1,1,1,1,2,2,1,4,3,2,4,4,5,3,4,4,4,3,JsM3xXZTS00QFaucMtMHcg**,,,,19713,1,859,859,1,286,10500,13500,300,200,5,5,50,12000,13500,400,300,7.5,10,75,13500,10500,400,300,5,10,25,15000,15000,400,200,15,7.5,50,13500,15000,300,200,10,5,25,15000,13500,300,300,12.5,15,75,13500,12000,400,400,5,15,10,15000,10500,300,300,10,10,50,10500,13500,300,200,5,10,75,15000,10500,200,200,15,5,100,72,6.0,5.0,5.0,4.0
48,2,,White,1,0,02021,2,6,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,1-2 Times per Month,"Running errands,Driving locally",,Less than Once per Year,4,3,Driveway or carport,Not sure,0,25000,1,1,,,,,,,,,,,82,5.0,5.0,5.0,5.0,2,2,2,2,2,1,1,2,1,2,4,2,2,2,4,4,4,5,3,2,2,4k_AFcoRAY9HcqfC4yEt3g**,,,,02021,0,869,869,2,289,20000,25000,400,400,15,5,50,17500,25000,400,300,7.5,15,10,20000,22500,200,200,15,7.5,50,20000,22500,200,400,7.5,12.5,25,20000,25000,400,200,5,5,25,20000,25000,300,400,15,7.5,100,22500,22500,200,200,10,10,75,25000,17500,400,300,5,5,50,22500,22500,300,400,7.5,12.5,100,17500,20000,200,300,10,7.5,50,82,5.0,5.0,5.0,5.0
72,1,,White,2,0,02885,2,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,1-2 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Driveway or carport,I do not plan to move out from my current home,0,23000,1,1,,,,,,0,1.0,6.0,1.0,1.0,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,JsM3xXZTS00g7NaJBQRK6w**,,,,02885,0,865,865,1,288,20700,18400,200,300,7.5,5,100,16099.999999999998,18400,300,300,12.5,10,50,18400,23000,200,400,12.5,12.5,100,16099.999999999998,20700,300,400,10,12.5,100,18400,20700,300,200,10,7.5,50,16099.999999999998,18400,300,200,7.5,12.5,10,20700,20700,300,400,5,7.5,100,16099.999999999998,16099.999999999998,200,400,5,12.5,10,18400,20700,400,200,7.5,5,10,23000,23000,300,200,5,5,50,0,1.0,6.0,1.0,1.0
68,1,,Asian,2,0,45223,7,3,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2023,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Another",medical appointments,Multiple Times per Year,5,0,Driveway or carport,In the next 2-5 years,1,15000,2,1,59,4.0,3.0,3.0,3.0,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,4,2,3,4,2,3,5,3,3,4,3,4k_AFcoRAY8d2eWVNlUxMw**,,,,45223,4,876,876,0,292,12000,13500,300,300,10,10,25,13500,10500,300,300,5,12.5,25,15000,10500,300,200,5,5,75,12000,10500,400,400,7.5,5,50,10500,10500,200,400,15,5,50,10500,10500,300,400,12.5,5,10,12000,10500,200,200,10,15,50,10500,10500,400,400,12.5,15,50,10500,12000,200,200,5,7.5,75,13500,12000,400,300,12.5,5,75,59,4.0,3.0,3.0,3.0
33,2,,Asian,3,0,97233,2,2,9,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2016,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Less than Once per Year,4,1,Attached private garage,In the next 2-5 years,0,40000,1,0,,,,,,65,5.0,5.0,5.0,5.0,,,,,,2,2,2,2,2,2,2,2,2,2,5,4,2,5,2,3,2,2,2,2,4,JsM3xXZTS009Jb25jHQUuw**,,,,97233,9,877,877,1,292,32000,36000,300,300,10,10,25,36000,28000,300,300,5,12.5,25,40000,28000,300,200,5,5,75,32000,28000,400,400,7.5,5,50,28000,28000,200,400,15,5,50,28000,28000,300,400,12.5,5,10,32000,28000,200,200,10,15,50,28000,28000,400,400,12.5,15,50,28000,32000,200,200,5,7.5,75,36000,32000,400,300,12.5,5,75,65,5.0,5.0,5.0,5.0
24,2,,Asian,1,1,10030,2,2,2,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2017,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,1,Unassigned parking space in a shared lot or garage,Less than 2 years,1,60000,2,0,66,3.0,5.0,4.0,5.0,,,,,,,,,,,2,2,2,2,1,1,1,2,2,2,4,3,2,4,4,4,3,4,4,4,3,JsM3xXZTS03DidyE3JLsFg**,,,,10030,1,873,873,0,291,48000,42000,400,200,7.5,10,25,54000,42000,300,300,12.5,10,10,54000,54000,400,200,15,12.5,10,60000,42000,200,400,15,7.5,25,48000,42000,300,400,12.5,12.5,50,60000,48000,200,400,7.5,15,75,60000,42000,300,200,7.5,5,50,60000,42000,400,300,10,5,25,48000,54000,300,200,5,15,25,48000,48000,200,300,12.5,5,75,66,3.0,5.0,4.0,5.0
